checking,duration,history,purpose,amount,savings,employed,installp,marital,coapp,resident,property,age,housing,existcr,job,depends,telephon,foreign,good_bad
0 <= ... < 200 DM,18,Existing paid,Furniture,3001,< 100 DM ,4-7 Years,2,Female M/D,None,4,Real Estate,40,Rent,1,Skilled,1,None,No,good
No Acc,36,Existing paid,New Car,3079,Unknown,1-4 Years,4,Male M/D,None,4,Real Estate,36,Own,1,Skilled,1,None,No,good
No Acc,18,Dues Remain,Television,6070,< 100 DM ,>7 Years,3,Male M/D,None,4,Others,33,Own,2,Skilled,1,Registered,No,good
No Acc,10,Dues Remain,Furniture,2146,< 100 DM ,1 Year,1,Female M/D,None,3,Real Estate,23,Rent,2,Skilled,1,None,No,good
No Acc,60,Dues Remain,New Car,13756,Unknown,>7 Years,2,Male M/D,None,4,Unknown,63,Free,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,60,Bank paid,Others,14782,100-500 DM,>7 Years,3,Female M/D,None,4,Unknown,60,Free,2,Highly Qualified,1,Registered,No,bad
< 0 DM,48,Bank paid,Business,7685,< 100 DM ,4-7 Years,2,Female M/D,Guarantor,4,Others,37,Rent,1,Skilled,1,None,No,bad
No Acc,18,Delayed,Television,2320,< 100 DM ,Unemployed,2,Male S,None,3,Real Estate,34,Own,2,Skilled,1,None,No,good
No Acc,7,Delayed,Television,846,Unknown,>7 Years,3,Male M/D,None,4,Unknown,36,Free,1,Skilled,1,None,No,good
0 <= ... < 200 DM,36,Existing paid,New Car,14318,< 100 DM ,>7 Years,4,Male M/D,None,2,Unknown,57,Free,1,Highly Qualified,1,Registered,No,bad
No Acc,6,Dues Remain,New Car,362,100-500 DM,1-4 Years,4,Female M/D,None,4,Others,52,Own,2,Unskilled,1,None,No,good
< 0 DM,20,Existing paid,Furniture,2212,Unknown,4-7 Years,4,Male M/D,None,4,Others,39,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,18,Existing paid,Old Car,12976,< 100 DM ,Unemployed,3,Female M/D,None,4,Unknown,38,Free,1,Highly Qualified,1,Registered,No,bad
No Acc,22,Existing paid,New Car,1283,Unknown,4-7 Years,4,Female M/D,None,4,Building society,25,Rent,1,Skilled,1,None,No,good
>= 200 DM,12,Existing paid,New Car,1330,< 100 DM ,1 Year,4,Male M/D,None,1,Real Estate,26,Own,1,Skilled,1,None,No,good
No Acc,30,Delayed,Business,4272,100-500 DM,1-4 Years,2,Male M/D,None,2,Building society,26,Own,2,Unskilled,1,None,No,good
No Acc,18,Dues Remain,Television,2238,< 100 DM ,1-4 Years,2,Female M/D,None,1,Others,25,Own,2,Skilled,1,None,No,good
No Acc,18,Existing paid,Television,1126,Unknown,1 Year,4,Female M/D,None,2,Real Estate,21,Rent,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,18,Dues Remain,Furniture,7374,< 100 DM ,Unemployed,4,Male M/D,None,4,Building society,40,Own,2,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,15,Dues Remain,Business,2326,500-1000 DM,1-4 Years,2,Male M/D,None,4,Others,27,Own,1,Skilled,1,None,No,good
No Acc,9,Existing paid,Business,1449,< 100 DM ,4-7 Years,3,Female M/D,None,2,Others,27,Own,2,Skilled,1,None,No,good
No Acc,18,Existing paid,New Car,1820,< 100 DM ,1-4 Years,2,Male S,None,2,Building society,30,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,12,Existing paid,Furniture,983,>1000 DM,1 Year,1,Female M/D,None,4,Real Estate,19,Rent,1,Unskilled,1,None,No,good
< 0 DM,36,Existing paid,New Car,3249,< 100 DM ,4-7 Years,2,Male M/D,None,4,Unknown,39,Free,1,Highly Qualified,2,Registered,No,good
< 0 DM,6,Dues Remain,Television,1957,< 100 DM ,4-7 Years,1,Female M/D,None,4,Others,31,Own,1,Skilled,1,None,No,good
No Acc,9,Dues Remain,Furniture,2406,< 100 DM ,Unemployed,2,Male M/D,None,3,Others,31,Own,1,Highly Qualified,1,None,No,good
0 <= ... < 200 DM,39,Delayed,Education,11760,100-500 DM,4-7 Years,2,Male M/D,None,3,Unknown,32,Rent,1,Skilled,1,Registered,No,good
< 0 DM,12,Existing paid,Furniture,2578,< 100 DM ,Unemployed,3,Female M/D,None,4,Unknown,55,Free,1,Highly Qualified,1,None,No,good
< 0 DM,36,Dues Remain,Furniture,2348,< 100 DM ,1-4 Years,3,Male S,None,2,Building society,46,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,12,Existing paid,New Car,1223,< 100 DM ,>7 Years,1,Female S,None,1,Real Estate,46,Rent,2,Skilled,1,None,No,bad
No Acc,24,Dues Remain,Television,1516,>1000 DM,1-4 Years,4,Female M/D,None,1,Real Estate,43,Own,2,Unskilled,1,None,No,good
No Acc,18,Existing paid,Television,1473,< 100 DM ,1 Year,3,Male S,None,4,Real Estate,39,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,18,Dues Remain,Business,1887,Unknown,1-4 Years,4,Male S,None,4,Real Estate,28,Own,2,Skilled,1,None,No,good
No Acc,24,Delayed,Business,8648,< 100 DM ,1 Year,2,Male M/D,None,2,Others,27,Own,2,Skilled,1,Registered,No,bad
No Acc,14,Delayed,New Car,802,< 100 DM ,1-4 Years,4,Male M/D,None,2,Others,27,Own,2,Unskilled,1,None,No,good
0 <= ... < 200 DM,18,Delayed,New Car,2899,Unknown,>7 Years,4,Male M/D,None,4,Others,43,Own,1,Skilled,2,None,No,good
0 <= ... < 200 DM,24,Existing paid,Television,2039,< 100 DM ,1 Year,1,Male S,None,1,Building society,22,Own,1,Skilled,1,Registered,No,bad
No Acc,24,Dues Remain,Old Car,2197,Unknown,4-7 Years,4,Male M/D,None,4,Others,43,Own,2,Skilled,2,Registered,No,good
< 0 DM,15,Existing paid,Television,1053,< 100 DM ,1 Year,4,Male S,None,2,Real Estate,27,Own,1,Skilled,1,None,Yes,good
No Acc,24,Existing paid,Television,3235,500-1000 DM,>7 Years,3,Female S,None,2,Others,26,Own,1,Highly Qualified,1,Registered,No,good
>= 200 DM,12,Dues Remain,New Car,939,500-1000 DM,4-7 Years,4,Male S,None,2,Real Estate,28,Own,3,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,24,Existing paid,Television,1967,< 100 DM ,>7 Years,4,Female M/D,None,4,Others,20,Own,1,Skilled,1,Registered,No,good
No Acc,33,Dues Remain,Old Car,7253,< 100 DM ,4-7 Years,3,Male M/D,None,2,Others,35,Own,2,Highly Qualified,1,Registered,No,good
No Acc,12,Dues Remain,Business,2292,< 100 DM ,Unemployed,4,Male M/D,None,2,Others,42,Own,2,Highly Qualified,1,Registered,No,bad
No Acc,10,Existing paid,New Car,1597,500-1000 DM,1-4 Years,3,Male M/D,None,2,Unknown,40,Rent,1,Unskilled,2,None,Yes,good
< 0 DM,24,Existing paid,New Car,1381,Unknown,1-4 Years,4,Female M/D,None,2,Building society,35,Own,1,Skilled,1,None,No,bad
No Acc,36,Dues Remain,Old Car,5842,< 100 DM ,>7 Years,2,Male M/D,None,2,Building society,35,Own,2,Skilled,2,Registered,No,good
< 0 DM,12,Existing paid,New Car,2579,< 100 DM ,1 Year,4,Male M/D,None,1,Real Estate,33,Own,1,Unskilled,2,None,No,bad
< 0 DM,18,Delayed,Education,8471,Unknown,1-4 Years,1,Female M/D,None,2,Others,23,Rent,2,Skilled,1,Registered,No,good
No Acc,21,Existing paid,New Car,2782,500-1000 DM,4-7 Years,1,Female M/D,None,2,Others,31,Own,1,Highly Qualified,1,None,No,good
0 <= ... < 200 DM,18,Existing paid,New Car,1042,Unknown,1-4 Years,4,Female M/D,None,2,Building society,33,Own,1,Skilled,1,None,No,bad
No Acc,15,Existing paid,New Car,3186,>1000 DM,4-7 Years,2,Female M/D,None,3,Others,20,Rent,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Old Car,2028,Unknown,1-4 Years,4,Male M/D,None,2,Others,30,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Dues Remain,New Car,958,< 100 DM ,4-7 Years,2,Male M/D,None,3,Real Estate,47,Own,2,Unskilled,2,None,No,good
No Acc,21,Delayed,Furniture,1591,100-500 DM,4-7 Years,4,Male M/D,None,3,Real Estate,34,Own,2,Highly Qualified,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Furniture,2762,Unknown,>7 Years,1,Female M/D,None,2,Building society,25,Own,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,18,Existing paid,Old Car,2779,< 100 DM ,1-4 Years,1,Male S,None,3,Others,21,Rent,1,Skilled,1,Registered,No,good
No Acc,28,Dues Remain,Television,2743,< 100 DM ,>7 Years,4,Male M/D,None,2,Others,29,Own,2,Skilled,1,None,No,good
No Acc,18,Dues Remain,Television,1149,>1000 DM,1-4 Years,4,Male M/D,None,3,Real Estate,46,Own,2,Skilled,1,None,No,good
No Acc,9,Existing paid,Furniture,1313,< 100 DM ,>7 Years,1,Male M/D,None,4,Others,20,Own,1,Skilled,1,None,No,good
< 0 DM,18,Dues Remain,Repairs,1190,< 100 DM ,Unemployed,2,Female M/D,None,4,Unknown,55,Free,3,Unemployed,2,None,No,bad
No Acc,5,Existing paid,Business,3448,< 100 DM ,4-7 Years,1,Male M/D,None,4,Real Estate,74,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,Others,11328,< 100 DM ,1-4 Years,2,Male M/D,Co-app,3,Others,29,Own,2,Highly Qualified,1,Registered,No,bad
< 0 DM,6,Dues Remain,Furniture,1872,< 100 DM ,Unemployed,4,Male M/D,None,4,Unknown,36,Free,3,Highly Qualified,1,Registered,No,good
No Acc,24,Dues Remain,Repairs,2058,< 100 DM ,1-4 Years,4,Female S,None,2,Real Estate,33,Own,2,Skilled,1,Registered,No,good
< 0 DM,9,Existing paid,Furniture,2136,< 100 DM ,1-4 Years,3,Male M/D,None,2,Real Estate,25,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Television,1484,Unknown,1-4 Years,2,Male S,None,1,Real Estate,25,Own,1,Skilled,1,Registered,No,bad
No Acc,6,Existing paid,Repairs,660,500-1000 DM,4-7 Years,2,Male S,None,4,Real Estate,23,Rent,1,Unskilled,1,None,No,good
No Acc,24,Dues Remain,New Car,1287,>1000 DM,>7 Years,4,Female M/D,None,4,Real Estate,37,Own,2,Skilled,1,Registered,No,good
< 0 DM,42,Dues Remain,Repairs,3394,< 100 DM ,Unemployed,4,Male M/D,Co-app,4,Others,65,Own,2,Unemployed,1,None,No,good
>= 200 DM,12,Bank paid,Business,609,< 100 DM ,1 Year,4,Female M/D,None,1,Real Estate,26,Own,1,Unemployed,1,None,No,bad
No Acc,12,Existing paid,New Car,1884,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,39,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,12,Existing paid,Furniture,1620,< 100 DM ,1-4 Years,2,Female M/D,Co-app,3,Building society,30,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,20,Delayed,Others,2629,< 100 DM ,1-4 Years,2,Male M/D,None,3,Others,29,Own,2,Skilled,1,Registered,No,good
No Acc,12,Existing paid,Education,719,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,41,Own,1,Unskilled,2,None,No,bad
0 <= ... < 200 DM,48,Dues Remain,Furniture,5096,< 100 DM ,1-4 Years,2,Female M/D,None,3,Others,30,Own,1,Highly Qualified,1,Registered,No,bad
No Acc,9,Dues Remain,Education,1244,Unknown,>7 Years,4,Female M/D,None,4,Building society,41,Rent,2,Unskilled,1,None,No,good
< 0 DM,36,Existing paid,New Car,1842,< 100 DM ,1 Year,4,Female M/D,None,4,Others,34,Own,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,7,Existing paid,Television,2576,< 100 DM ,1-4 Years,2,Male M/D,Guarantor,2,Real Estate,35,Own,1,Skilled,1,None,No,good
>= 200 DM,12,Existing paid,Furniture,1424,Unknown,>7 Years,3,Female M/D,None,4,Real Estate,55,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,15,Delayed,Repairs,1512,>1000 DM,1-4 Years,3,Male S,None,3,Building society,61,Own,2,Skilled,1,None,No,bad
No Acc,36,Dues Remain,Old Car,11054,Unknown,1-4 Years,4,Male M/D,None,2,Others,30,Own,1,Highly Qualified,1,Registered,No,good
No Acc,6,Existing paid,Television,518,< 100 DM ,1-4 Years,3,Female M/D,None,1,Real Estate,29,Own,1,Skilled,1,None,No,good
No Acc,12,All Paid,Furniture,2759,< 100 DM ,>7 Years,2,Male M/D,None,4,Building society,34,Own,2,Skilled,1,None,No,good
No Acc,24,Existing paid,Old Car,2670,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,35,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,24,Existing paid,New Car,4817,< 100 DM ,4-7 Years,2,Male M/D,Co-app,3,Building society,31,Own,1,Skilled,1,Registered,No,bad
No Acc,24,Existing paid,Old Car,2679,< 100 DM ,1 Year,4,Female M/D,None,1,Unknown,29,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,11,Dues Remain,New Car,3905,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,36,Rent,2,Skilled,2,None,No,good
< 0 DM,12,Existing paid,Old Car,3386,< 100 DM ,>7 Years,3,Male M/D,None,4,Unknown,35,Free,1,Skilled,1,Registered,No,bad
< 0 DM,6,Existing paid,Appliance,343,< 100 DM ,1 Year,4,Female M/D,None,1,Real Estate,27,Own,1,Skilled,1,None,No,good
No Acc,18,Existing paid,Television,4594,< 100 DM ,1 Year,3,Male M/D,None,2,Others,32,Own,1,Skilled,1,Registered,No,good
< 0 DM,36,Existing paid,Furniture,3620,< 100 DM ,1-4 Years,1,Male M/D,Guarantor,2,Building society,37,Own,1,Skilled,2,None,No,good
< 0 DM,15,Existing paid,New Car,1721,< 100 DM ,1 Year,2,Male M/D,None,3,Real Estate,36,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Furniture,3017,< 100 DM ,1 Year,3,Female M/D,None,1,Real Estate,34,Rent,1,Highly Qualified,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Retraining,754,Unknown,>7 Years,4,Male M/D,None,4,Building society,38,Own,2,Skilled,1,None,No,good
No Acc,18,Existing paid,Business,1950,< 100 DM ,4-7 Years,4,Male M/D,None,1,Others,34,Own,2,Skilled,1,Registered,No,good
< 0 DM,24,Existing paid,Old Car,2924,< 100 DM ,1-4 Years,3,Male M/D,Guarantor,4,Unknown,63,Own,1,Skilled,2,Registered,No,good
< 0 DM,24,Delayed,Television,1659,< 100 DM ,1 Year,4,Female M/D,None,2,Others,29,Rent,1,Unskilled,1,Registered,No,bad
No Acc,48,Delayed,Television,7238,Unknown,>7 Years,3,Male M/D,None,3,Others,32,Own,2,Skilled,2,None,No,good
No Acc,33,Delayed,Business,2764,< 100 DM ,1-4 Years,2,Female M/D,None,2,Others,26,Own,2,Skilled,1,Registered,No,good
No Acc,24,Delayed,Old Car,4679,< 100 DM ,4-7 Years,3,Male M/D,None,3,Others,35,Own,2,Unskilled,1,Registered,No,good
0 <= ... < 200 DM,24,Existing paid,Television,3092,100-500 DM,1 Year,3,Male S,None,2,Others,22,Rent,1,Skilled,1,Registered,No,bad
< 0 DM,6,Existing paid,Education,448,< 100 DM ,1 Year,4,Female M/D,None,4,Building society,23,Own,1,Skilled,1,None,No,bad
< 0 DM,9,Existing paid,New Car,654,< 100 DM ,1-4 Years,4,Male M/D,None,3,Others,28,Own,1,Unskilled,1,None,No,bad
No Acc,6,Existing paid,Retraining,1238,Unknown,Unemployed,4,Male M/D,None,4,Building society,36,Own,1,Highly Qualified,2,Registered,No,good
0 <= ... < 200 DM,18,Dues Remain,Television,1245,< 100 DM ,1-4 Years,4,Male S,None,2,Others,33,Own,1,Skilled,1,None,No,bad
< 0 DM,18,All Paid,Furniture,3114,< 100 DM ,1 Year,1,Female M/D,None,4,Building society,26,Rent,1,Skilled,1,None,No,bad
No Acc,39,Existing paid,Old Car,2569,500-1000 DM,1-4 Years,4,Male M/D,None,4,Others,24,Own,1,Skilled,1,None,No,good
>= 200 DM,24,Existing paid,Television,5152,< 100 DM ,4-7 Years,4,Male M/D,None,2,Others,25,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Business,1037,100-500 DM,4-7 Years,3,Male M/D,None,4,Real Estate,39,Own,1,Unskilled,1,None,No,good
< 0 DM,15,Dues Remain,Furniture,1478,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,44,Own,2,Skilled,2,Registered,No,good
0 <= ... < 200 DM,12,Dues Remain,Television,3573,< 100 DM ,1-4 Years,1,Female M/D,None,1,Real Estate,23,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,New Car,1201,< 100 DM ,1 Year,4,Male M/D,None,1,Building society,26,Own,1,Skilled,1,None,No,good
< 0 DM,30,Existing paid,Furniture,3622,>1000 DM,>7 Years,4,Female M/D,None,4,Building society,57,Rent,2,Skilled,1,Registered,No,good
No Acc,15,Delayed,Furniture,960,>1000 DM,4-7 Years,3,Female M/D,None,2,Building society,30,Own,2,Skilled,1,None,No,good
No Acc,12,Dues Remain,New Car,1163,500-1000 DM,1-4 Years,4,Male M/D,None,4,Real Estate,44,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,6,Delayed,New Car,1209,< 100 DM ,Unemployed,4,Male M/D,None,4,Building society,47,Own,1,Highly Qualified,1,Registered,No,bad
No Acc,12,Existing paid,Television,3077,< 100 DM ,1-4 Years,2,Male M/D,None,4,Others,52,Own,1,Skilled,1,Registered,No,good
No Acc,24,Existing paid,New Car,3757,< 100 DM ,>7 Years,4,Female M/D,Co-app,4,Unknown,62,Free,1,Skilled,1,Registered,No,good
No Acc,10,Existing paid,New Car,1418,100-500 DM,1-4 Years,3,Male M/D,None,2,Real Estate,35,Rent,1,Unskilled,1,None,Yes,good
No Acc,6,Existing paid,New Car,3518,< 100 DM ,1-4 Years,2,Male M/D,Guarantor,3,Building society,26,Rent,1,Skilled,1,None,No,good
No Acc,12,Dues Remain,Television,1934,< 100 DM ,>7 Years,2,Male M/D,None,2,Unknown,26,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,27,All Paid,Business,8318,< 100 DM ,>7 Years,2,Female M/D,None,4,Unknown,42,Free,2,Highly Qualified,1,Registered,No,bad
No Acc,6,Dues Remain,Television,1237,100-500 DM,1-4 Years,1,Female M/D,None,1,Building society,27,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,6,Existing paid,Television,368,Unknown,>7 Years,4,Male M/D,None,4,Building society,38,Own,1,Skilled,1,None,No,good
< 0 DM,12,Dues Remain,New Car,2122,< 100 DM ,1-4 Years,3,Male M/D,None,2,Real Estate,39,Rent,2,Unskilled,2,None,Yes,good
< 0 DM,24,Existing paid,Furniture,2996,Unknown,1-4 Years,2,Male S,None,4,Others,20,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,36,Existing paid,Furniture,9034,100-500 DM,1 Year,4,Male M/D,Co-app,1,Unknown,29,Rent,1,Highly Qualified,1,Registered,No,bad
No Acc,24,Dues Remain,Furniture,1585,< 100 DM ,4-7 Years,4,Male M/D,None,3,Building society,40,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,18,Existing paid,Television,1301,< 100 DM ,>7 Years,4,Male S,Guarantor,2,Real Estate,32,Own,1,Unskilled,1,None,No,good
>= 200 DM,6,Dues Remain,New Car,1323,100-500 DM,>7 Years,2,Female S,None,4,Others,28,Own,2,Skilled,2,Registered,No,good
< 0 DM,24,Existing paid,New Car,3123,< 100 DM ,1 Year,4,Female M/D,None,1,Building society,27,Own,1,Skilled,1,None,No,bad
< 0 DM,36,Existing paid,Old Car,5493,< 100 DM ,>7 Years,2,Male M/D,None,4,Unknown,42,Free,1,Skilled,2,None,No,good
>= 200 DM,9,Existing paid,Television,1126,100-500 DM,>7 Years,2,Female S,None,4,Real Estate,49,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,24,Dues Remain,Television,1216,100-500 DM,1 Year,4,Male M/D,None,4,Unknown,38,Own,2,Skilled,2,None,No,bad
< 0 DM,24,Existing paid,New Car,1207,< 100 DM ,1 Year,4,Female M/D,None,4,Building society,24,Rent,1,Skilled,1,None,No,bad
No Acc,10,Existing paid,New Car,1309,Unknown,1-4 Years,4,Male M/D,Guarantor,4,Building society,27,Own,1,Unskilled,1,None,No,bad
>= 200 DM,15,Dues Remain,Old Car,2360,500-1000 DM,1-4 Years,2,Male M/D,None,2,Others,36,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,15,Bank paid,New Car,6850,100-500 DM,Unemployed,1,Male M/D,None,2,Building society,34,Own,1,Highly Qualified,2,Registered,No,bad
No Acc,24,Existing paid,Television,1413,< 100 DM ,1-4 Years,4,Male S,None,2,Building society,28,Own,1,Skilled,1,None,No,good
No Acc,39,Existing paid,Old Car,8588,100-500 DM,>7 Years,4,Male M/D,None,2,Others,45,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,12,Existing paid,New Car,759,< 100 DM ,4-7 Years,4,Male M/D,None,2,Real Estate,26,Own,1,Skilled,1,None,No,bad
No Acc,36,Existing paid,Old Car,4686,< 100 DM ,1-4 Years,2,Male M/D,None,2,Unknown,32,Free,1,Highly Qualified,1,Registered,No,good
>= 200 DM,15,Existing paid,Business,2687,< 100 DM ,4-7 Years,2,Male M/D,None,4,Building society,26,Rent,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,12,Delayed,Television,585,< 100 DM ,1-4 Years,4,Male S,Co-app,4,Real Estate,20,Rent,2,Skilled,1,None,No,good
No Acc,24,Existing paid,New Car,2255,Unknown,1 Year,4,Male M/D,None,1,Building society,54,Own,1,Skilled,1,None,No,good
< 0 DM,6,Dues Remain,New Car,609,< 100 DM ,4-7 Years,4,Female M/D,None,3,Building society,37,Own,2,Skilled,1,None,Yes,good
< 0 DM,6,Dues Remain,New Car,1361,< 100 DM ,1 Year,2,Male M/D,None,4,Real Estate,40,Own,1,Unskilled,2,None,Yes,good
No Acc,36,Dues Remain,Furniture,7127,< 100 DM ,1 Year,2,Female M/D,None,4,Building society,23,Rent,2,Skilled,1,Registered,No,bad
< 0 DM,6,Existing paid,New Car,1203,100-500 DM,>7 Years,3,Male M/D,None,2,Building society,43,Own,1,Skilled,1,Registered,No,good
No Acc,6,Dues Remain,Television,700,Unknown,>7 Years,4,Male M/D,None,4,Unknown,36,Free,2,Skilled,1,None,No,good
No Acc,24,Dues Remain,Repairs,5507,< 100 DM ,>7 Years,3,Male M/D,None,4,Unknown,44,Free,2,Skilled,1,None,No,good
< 0 DM,18,Existing paid,Television,3190,< 100 DM ,1-4 Years,2,Female M/D,None,2,Real Estate,24,Own,1,Skilled,1,None,No,bad
< 0 DM,48,All Paid,Furniture,7119,< 100 DM ,1-4 Years,3,Male M/D,None,4,Unknown,53,Free,2,Skilled,2,None,No,bad
No Acc,24,Existing paid,Old Car,3488,100-500 DM,4-7 Years,3,Female M/D,None,4,Others,23,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,18,Existing paid,Television,1113,< 100 DM ,1-4 Years,4,Female M/D,Guarantor,4,Real Estate,26,Own,1,Unskilled,2,None,No,good
0 <= ... < 200 DM,26,Existing paid,Old Car,7966,< 100 DM ,1 Year,2,Male M/D,None,3,Others,30,Own,2,Skilled,1,None,No,good
No Acc,15,Dues Remain,Education,1532,100-500 DM,1-4 Years,4,Female M/D,None,3,Others,31,Own,1,Skilled,1,None,No,good
No Acc,4,Dues Remain,Television,1503,< 100 DM ,4-7 Years,2,Male M/D,None,1,Real Estate,42,Own,2,Unskilled,2,None,No,good
< 0 DM,36,Existing paid,Television,2302,< 100 DM ,1-4 Years,4,Female S,None,4,Others,31,Rent,1,Skilled,1,None,No,bad
< 0 DM,6,Existing paid,New Car,662,< 100 DM ,1 Year,3,Male M/D,None,4,Real Estate,41,Own,1,Unskilled,2,Registered,No,good
0 <= ... < 200 DM,36,Existing paid,Education,2273,< 100 DM ,4-7 Years,3,Male M/D,None,1,Others,32,Own,2,Skilled,2,None,No,good
0 <= ... < 200 DM,15,Existing paid,New Car,2631,100-500 DM,1-4 Years,2,Female M/D,None,4,Others,28,Rent,2,Skilled,1,Registered,No,bad
No Acc,12,Delayed,Old Car,1503,< 100 DM ,1-4 Years,4,Male S,None,4,Real Estate,41,Rent,1,Skilled,1,None,No,good
No Acc,24,Existing paid,Television,1311,100-500 DM,4-7 Years,4,Male S,None,3,Building society,26,Own,1,Skilled,1,Registered,No,good
No Acc,24,Existing paid,Television,3105,Unknown,1 Year,4,Male M/D,None,2,Others,25,Own,2,Skilled,1,None,No,good
>= 200 DM,21,Dues Remain,Education,2319,< 100 DM ,1 Year,2,Female S,None,1,Others,33,Rent,1,Skilled,1,None,No,bad
< 0 DM,6,Existing paid,New Car,1374,Unknown,Unemployed,4,Female M/D,None,3,Building society,75,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,18,Dues Remain,Furniture,3612,< 100 DM ,>7 Years,3,Female M/D,None,4,Building society,37,Own,1,Skilled,1,Registered,No,good
< 0 DM,48,Existing paid,New Car,7763,< 100 DM ,>7 Years,4,Male M/D,None,4,Unknown,42,Free,1,Highly Qualified,1,None,No,bad
>= 200 DM,18,Existing paid,Furniture,3049,< 100 DM ,1 Year,1,Female M/D,None,1,Building society,45,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Television,1534,< 100 DM ,1 Year,1,Male S,None,1,Real Estate,23,Rent,1,Skilled,1,None,No,bad
No Acc,24,Delayed,New Car,2032,< 100 DM ,>7 Years,4,Male M/D,None,4,Unknown,60,Free,2,Skilled,1,Registered,No,good
< 0 DM,30,Existing paid,Furniture,6350,Unknown,>7 Years,4,Male M/D,None,4,Building society,31,Own,1,Skilled,1,None,No,bad
>= 200 DM,18,Existing paid,Furniture,2864,< 100 DM ,1-4 Years,2,Male M/D,None,1,Real Estate,34,Own,1,Unskilled,2,None,No,bad
No Acc,12,Dues Remain,New Car,1255,< 100 DM ,>7 Years,4,Male M/D,None,4,Real Estate,61,Own,2,Unskilled,1,None,No,good
< 0 DM,24,Delayed,New Car,1333,< 100 DM ,Unemployed,4,Male M/D,None,2,Real Estate,43,Free,2,Skilled,2,None,No,bad
No Acc,24,Dues Remain,New Car,2022,< 100 DM ,1-4 Years,4,Female M/D,None,4,Others,37,Own,1,Skilled,1,Registered,No,good
No Acc,24,Existing paid,Television,1552,< 100 DM ,4-7 Years,3,Male M/D,None,1,Others,32,Own,1,Skilled,2,None,No,good
< 0 DM,12,Bank paid,Television,626,< 100 DM ,1-4 Years,4,Female M/D,None,4,Real Estate,24,Own,1,Unskilled,1,None,No,bad
No Acc,48,Dues Remain,Old Car,8858,Unknown,4-7 Years,2,Male M/D,None,1,Unknown,35,Free,2,Skilled,1,Registered,No,good
No Acc,12,Dues Remain,Repairs,996,Unknown,4-7 Years,4,Female M/D,None,4,Real Estate,23,Own,2,Skilled,1,None,No,good
No Acc,6,Bank paid,Television,1750,500-1000 DM,>7 Years,2,Male M/D,None,4,Building society,45,Own,1,Unskilled,2,None,No,good
< 0 DM,48,Existing paid,Television,6999,< 100 DM ,4-7 Years,1,Male S,Guarantor,1,Real Estate,34,Own,2,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,12,Dues Remain,New Car,1995,100-500 DM,1 Year,4,Male M/D,None,1,Others,27,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,9,Existing paid,Education,1199,< 100 DM ,4-7 Years,4,Female M/D,None,4,Building society,67,Own,2,Highly Qualified,1,Registered,No,good
